"state","country","Lat","Long","Date","cases","deaths","recov","active_cases"
"","Ecuador",-1.8312,-78.1834,2020-03-03,7,0,0,7
"","Ecuador",-1.8312,-78.1834,2020-03-04,10,0,0,10
"","Ecuador",-1.8312,-78.1834,2020-03-05,13,0,0,13
"","Ecuador",-1.8312,-78.1834,2020-03-06,13,0,0,13
"","Ecuador",-1.8312,-78.1834,2020-03-07,13,0,0,13
"","Ecuador",-1.8312,-78.1834,2020-03-08,14,0,0,14
"","Ecuador",-1.8312,-78.1834,2020-03-09,15,0,0,15
"","Ecuador",-1.8312,-78.1834,2020-03-10,15,0,0,15
"","Ecuador",-1.8312,-78.1834,2020-03-11,17,0,0,17
"","Ecuador",-1.8312,-78.1834,2020-03-12,17,0,0,17
"","Ecuador",-1.8312,-78.1834,2020-03-13,17,0,0,17
"","Ecuador",-1.8312,-78.1834,2020-03-14,28,2,0,26
"","Ecuador",-1.8312,-78.1834,2020-03-15,28,2,0,26
"","Ecuador",-1.8312,-78.1834,2020-03-16,37,2,0,35
"","Ecuador",-1.8312,-78.1834,2020-03-17,58,2,0,56
"","Ecuador",-1.8312,-78.1834,2020-03-18,111,2,0,109
"","Ecuador",-1.8312,-78.1834,2020-03-19,199,3,0,196
"","Ecuador",-1.8312,-78.1834,2020-03-20,367,5,0,362
"","Ecuador",-1.8312,-78.1834,2020-03-21,506,7,3,496
"","Ecuador",-1.8312,-78.1834,2020-03-22,789,14,3,772
"","Ecuador",-1.8312,-78.1834,2020-03-23,981,18,3,960
"","Ecuador",-1.8312,-78.1834,2020-03-24,1082,27,3,1052
"","Ecuador",-1.8312,-78.1834,2020-03-25,1173,28,3,1142
"","Ecuador",-1.8312,-78.1834,2020-03-26,1403,34,3,1366
"","Ecuador",-1.8312,-78.1834,2020-03-27,1595,36,3,1556
"","Ecuador",-1.8312,-78.1834,2020-03-28,1823,48,3,1772
"","Ecuador",-1.8312,-78.1834,2020-03-29,1924,58,3,1863
"","Ecuador",-1.8312,-78.1834,2020-03-30,1962,60,3,1899
"","Ecuador",-1.8312,-78.1834,2020-03-31,2240,75,54,2111
"","Ecuador",-1.8312,-78.1834,2020-04-01,2748,93,58,2597
"","Ecuador",-1.8312,-78.1834,2020-04-02,3163,120,65,2978
"","Ecuador",-1.8312,-78.1834,2020-04-03,3368,145,65,3158
"","Egypt",26,30,2020-01-22,0,0,0,0
"","Egypt",26,30,2020-01-23,0,0,0,0
"","Egypt",26,30,2020-01-24,0,0,0,0
"","Egypt",26,30,2020-01-25,0,0,0,0
"","Egypt",26,30,2020-01-26,0,0,0,0
"","Egypt",26,30,2020-01-27,0,0,0,0
"","Egypt",26,30,2020-01-28,0,0,0,0
"","Egypt",26,30,2020-01-29,0,0,0,0
"","Egypt",26,30,2020-01-30,0,0,0,0
"","Egypt",26,30,2020-01-31,0,0,0,0
"","Egypt",26,30,2020-02-01,0,0,0,0
"","Egypt",26,30,2020-02-02,0,0,0,0
"","Egypt",26,30,2020-02-03,0,0,0,0
"","Egypt",26,30,2020-02-04,0,0,0,0
"","Egypt",26,30,2020-02-05,0,0,0,0
"","Egypt",26,30,2020-02-06,0,0,0,0
"","Egypt",26,30,2020-02-07,0,0,0,0
"","Egypt",26,30,2020-02-08,0,0,0,0
"","Egypt",26,30,2020-02-09,0,0,0,0
"","Egypt",26,30,2020-02-10,0,0,0,0
"","Egypt",26,30,2020-02-11,0,0,0,0
"","Egypt",26,30,2020-02-12,0,0,0,0
"","Egypt",26,30,2020-02-13,0,0,0,0
"","Egypt",26,30,2020-02-14,1,0,0,1
"","Egypt",26,30,2020-02-15,1,0,0,1
"","Egypt",26,30,2020-02-16,1,0,0,1
"","Egypt",26,30,2020-02-17,1,0,0,1
"","Egypt",26,30,2020-02-18,1,0,0,1
"","Egypt",26,30,2020-02-19,1,0,0,1
"","Egypt",26,30,2020-02-20,1,0,0,1
"","Egypt",26,30,2020-02-21,1,0,0,1
"","Egypt",26,30,2020-02-22,1,0,0,1
"","Egypt",26,30,2020-02-23,1,0,0,1
"","Egypt",26,30,2020-02-24,1,0,0,1
"","Egypt",26,30,2020-02-25,1,0,0,1
"","Egypt",26,30,2020-02-26,1,0,0,1
"","Egypt",26,30,2020-02-27,1,0,0,1
"","Egypt",26,30,2020-02-28,1,0,1,0
"","Egypt",26,30,2020-02-29,1,0,1,0
"","Egypt",26,30,2020-03-01,2,0,1,1
"","Egypt",26,30,2020-03-02,2,0,1,1
"","Egypt",26,30,2020-03-03,2,0,1,1
"","Egypt",26,30,2020-03-04,2,0,1,1
"","Egypt",26,30,2020-03-05,3,0,1,2
"","Egypt",26,30,2020-03-06,15,0,1,14
"","Egypt",26,30,2020-03-07,15,0,1,14
"","Egypt",26,30,2020-03-08,49,1,1,47
"","Egypt",26,30,2020-03-09,55,1,1,53
"","Egypt",26,30,2020-03-10,59,1,1,57
"","Egypt",26,30,2020-03-11,60,1,27,32
"","Egypt",26,30,2020-03-12,67,1,27,39
"","Egypt",26,30,2020-03-13,80,2,27,51
"","Egypt",26,30,2020-03-14,109,2,27,80
"","Egypt",26,30,2020-03-15,110,2,21,87
"","Egypt",26,30,2020-03-16,150,2,27,121
"","Egypt",26,30,2020-03-17,196,4,32,160
"","Egypt",26,30,2020-03-18,196,6,32,158
"","Egypt",26,30,2020-03-19,256,6,32,218
"","Egypt",26,30,2020-03-20,285,8,39,238
"","Egypt",26,30,2020-03-21,294,10,41,243
"","Egypt",26,30,2020-03-22,327,14,56,257
"","Egypt",26,30,2020-03-23,366,19,56,291
"","Egypt",26,30,2020-03-24,402,20,80,302
"","Egypt",26,30,2020-03-25,456,21,95,340
"","Egypt",26,30,2020-03-26,495,24,102,369
"","Egypt",26,30,2020-03-27,536,30,116,390
"","Egypt",26,30,2020-03-28,576,36,121,419
"","Egypt",26,30,2020-03-29,609,40,132,437
"","Egypt",26,30,2020-03-30,656,41,150,465
"","Egypt",26,30,2020-03-31,710,46,157,507
"","Egypt",26,30,2020-04-01,779,52,179,548
"","Egypt",26,30,2020-04-02,865,58,201,606
"","Egypt",26,30,2020-04-03,985,66,216,703
"","El Salvador",13.7942,-88.8965,2020-01-22,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-23,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-24,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-25,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-26,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-27,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-28,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-29,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-30,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-01-31,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-01,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-02,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-03,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-04,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-05,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-06,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-07,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-08,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-09,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-10,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-11,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-12,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-13,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-14,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-15,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-16,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-17,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-18,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-19,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-20,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-21,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-22,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-23,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-24,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-25,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-26,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-27,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-28,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-02-29,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-01,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-02,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-03,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-04,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-05,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-06,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-07,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-08,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-09,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-10,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-11,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-12,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-13,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-14,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-15,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-16,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-17,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-18,0,0,0,0
"","El Salvador",13.7942,-88.8965,2020-03-19,1,0,0,1
"","El Salvador",13.7942,-88.8965,2020-03-20,1,0,0,1
"","El Salvador",13.7942,-88.8965,2020-03-21,3,0,0,3
"","El Salvador",13.7942,-88.8965,2020-03-22,3,0,0,3
"","El Salvador",13.7942,-88.8965,2020-03-23,3,0,0,3
"","El Salvador",13.7942,-88.8965,2020-03-24,5,0,0,5
"","El Salvador",13.7942,-88.8965,2020-03-25,9,0,0,9
"","El Salvador",13.7942,-88.8965,2020-03-26,13,0,0,13
"","El Salvador",13.7942,-88.8965,2020-03-27,13,0,0,13
"","El Salvador",13.7942,-88.8965,2020-03-28,19,0,0,19
"","El Salvador",13.7942,-88.8965,2020-03-29,24,0,0,24
"","El Salvador",13.7942,-88.8965,2020-03-30,30,0,0,30
"","El Salvador",13.7942,-88.8965,2020-03-31,32,1,0,31
"","El Salvador",13.7942,-88.8965,2020-04-01,32,1,0,31
"","El Salvador",13.7942,-88.8965,2020-04-02,41,2,0,39
"","El Salvador",13.7942,-88.8965,2020-04-03,46,2,0,44
"","Equatorial Guinea",1.5,10,2020-01-22,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-23,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-24,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-25,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-26,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-27,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-28,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-29,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-30,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-01-31,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-01,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-02,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-03,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-04,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-05,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-06,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-07,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-08,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-09,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-10,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-11,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-12,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-13,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-14,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-15,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-16,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-17,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-18,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-19,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-20,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-21,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-22,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-23,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-24,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-25,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-26,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-27,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-28,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-02-29,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-01,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-02,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-03,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-04,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-05,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-06,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-07,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-08,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-09,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-10,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-11,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-12,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-13,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-14,0,0,0,0
"","Equatorial Guinea",1.5,10,2020-03-15,1,0,0,1
"","Equatorial Guinea",1.5,10,2020-03-16,1,0,0,1
"","Equatorial Guinea",1.5,10,2020-03-17,1,0,0,1
"","Equatorial Guinea",1.5,10,2020-03-18,4,0,0,4
"","Equatorial Guinea",1.5,10,2020-03-19,6,0,0,6
"","Equatorial Guinea",1.5,10,2020-03-20,6,0,0,6
"","Equatorial Guinea",1.5,10,2020-03-21,6,0,0,6
"","Equatorial Guinea",1.5,10,2020-03-22,6,0,0,6
"","Equatorial Guinea",1.5,10,2020-03-23,9,0,0,9
"","Equatorial Guinea",1.5,10,2020-03-24,9,0,0,9
"","Equatorial Guinea",1.5,10,2020-03-25,9,0,0,9
"","Equatorial Guinea",1.5,10,2020-03-26,12,0,0,12
"","Equatorial Guinea",1.5,10,2020-03-27,12,0,0,12
"","Equatorial Guinea",1.5,10,2020-03-28,12,0,0,12
"","Equatorial Guinea",1.5,10,2020-03-29,12,0,0,12
"","Equatorial Guinea",1.5,10,2020-03-30,12,0,0,12
"","Equatorial Guinea",1.5,10,2020-03-31,12,0,1,11
"","Equatorial Guinea",1.5,10,2020-04-01,15,0,1,14
"","Equatorial Guinea",1.5,10,2020-04-02,15,0,1,14
"","Equatorial Guinea",1.5,10,2020-04-03,16,0,1,15
"","Eritrea",15.1794,39.7823,2020-01-22,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-23,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-24,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-25,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-26,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-27,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-28,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-29,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-30,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-01-31,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-01,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-02,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-03,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-04,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-05,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-06,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-07,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-08,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-09,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-10,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-11,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-12,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-13,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-14,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-15,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-16,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-17,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-18,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-19,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-20,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-21,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-22,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-23,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-24,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-25,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-26,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-27,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-28,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-02-29,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-01,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-02,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-03,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-04,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-05,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-06,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-07,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-08,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-09,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-10,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-11,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-12,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-13,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-14,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-15,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-16,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-17,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-18,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-19,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-20,0,0,0,0
"","Eritrea",15.1794,39.7823,2020-03-21,1,0,0,1
"","Eritrea",15.1794,39.7823,2020-03-22,1,0,0,1
"","Eritrea",15.1794,39.7823,2020-03-23,1,0,0,1
"","Eritrea",15.1794,39.7823,2020-03-24,1,0,0,1
"","Eritrea",15.1794,39.7823,2020-03-25,4,0,0,4
"","Eritrea",15.1794,39.7823,2020-03-26,6,0,0,6
"","Eritrea",15.1794,39.7823,2020-03-27,6,0,0,6
"","Eritrea",15.1794,39.7823,2020-03-28,6,0,0,6
"","Eritrea",15.1794,39.7823,2020-03-29,12,0,0,12
"","Eritrea",15.1794,39.7823,2020-03-30,12,0,0,12
"","Eritrea",15.1794,39.7823,2020-03-31,15,0,0,15
"","Eritrea",15.1794,39.7823,2020-04-01,15,0,0,15
"","Eritrea",15.1794,39.7823,2020-04-02,22,0,0,22
"","Eritrea",15.1794,39.7823,2020-04-03,22,0,0,22
"","Estonia",58.5953,25.0136,2020-01-22,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-23,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-24,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-25,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-26,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-27,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-28,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-29,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-30,0,0,0,0
"","Estonia",58.5953,25.0136,2020-01-31,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-01,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-02,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-03,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-04,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-05,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-06,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-07,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-08,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-09,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-10,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-11,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-12,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-13,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-14,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-15,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-16,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-17,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-18,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-19,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-20,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-21,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-22,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-23,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-24,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-25,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-26,0,0,0,0
"","Estonia",58.5953,25.0136,2020-02-27,1,0,0,1
"","Estonia",58.5953,25.0136,2020-02-28,1,0,0,1
"","Estonia",58.5953,25.0136,2020-02-29,1,0,0,1
"","Estonia",58.5953,25.0136,2020-03-01,1,0,0,1
"","Estonia",58.5953,25.0136,2020-03-02,1,0,0,1
"","Estonia",58.5953,25.0136,2020-03-03,2,0,0,2
"","Estonia",58.5953,25.0136,2020-03-04,2,0,0,2
"","Estonia",58.5953,25.0136,2020-03-05,3,0,0,3
"","Estonia",58.5953,25.0136,2020-03-06,10,0,0,10
"","Estonia",58.5953,25.0136,2020-03-07,10,0,0,10
"","Estonia",58.5953,25.0136,2020-03-08,10,0,0,10
"","Estonia",58.5953,25.0136,2020-03-09,10,0,0,10
"","Estonia",58.5953,25.0136,2020-03-10,12,0,0,12
"","Estonia",58.5953,25.0136,2020-03-11,16,0,0,16
"","Estonia",58.5953,25.0136,2020-03-12,16,0,0,16
"","Estonia",58.5953,25.0136,2020-03-13,79,0,0,79
"","Estonia",58.5953,25.0136,2020-03-14,115,0,0,115
"","Estonia",58.5953,25.0136,2020-03-15,171,0,1,170
"","Estonia",58.5953,25.0136,2020-03-16,205,0,1,204
"","Estonia",58.5953,25.0136,2020-03-17,225,0,1,224
"","Estonia",58.5953,25.0136,2020-03-18,258,0,1,257
"","Estonia",58.5953,25.0136,2020-03-19,267,0,1,266
"","Estonia",58.5953,25.0136,2020-03-20,283,0,1,282
"","Estonia",58.5953,25.0136,2020-03-21,306,0,1,305
"","Estonia",58.5953,25.0136,2020-03-22,326,0,2,324
"","Estonia",58.5953,25.0136,2020-03-23,352,0,2,350
"","Estonia",58.5953,25.0136,2020-03-24,369,0,7,362
"","Estonia",58.5953,25.0136,2020-03-25,404,1,8,395
"","Estonia",58.5953,25.0136,2020-03-26,538,1,8,529
"","Estonia",58.5953,25.0136,2020-03-27,575,1,11,563
"","Estonia",58.5953,25.0136,2020-03-28,645,1,20,624
"","Estonia",58.5953,25.0136,2020-03-29,679,3,20,656
"","Estonia",58.5953,25.0136,2020-03-30,715,3,20,692
"","Estonia",58.5953,25.0136,2020-03-31,745,4,26,715
"","Estonia",58.5953,25.0136,2020-04-01,779,5,33,741
"","Estonia",58.5953,25.0136,2020-04-02,858,11,45,802
"","Estonia",58.5953,25.0136,2020-04-03,961,12,48,901
"","Eswatini",-26.5225,31.4659,2020-01-22,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-23,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-24,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-25,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-26,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-27,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-28,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-29,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-30,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-01-31,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-01,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-02,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-03,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-04,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-05,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-06,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-07,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-08,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-09,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-10,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-11,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-12,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-13,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-14,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-15,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-16,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-17,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-18,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-19,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-20,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-21,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-22,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-23,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-24,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-25,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-26,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-27,0,0,0,0
"","Eswatini",-26.5225,31.4659,2020-02-28,0,0,0,0
